date,airport_code,flights_count
2022-06-26,CTS,1
2022-06-27,NRT,16
2022-06-27,HND,14
2022-06-27,KIX,7
2022-06-27,FUK,4
2022-06-27,CTS,1
2022-06-28,NRT,14
2022-06-28,HND,13
2022-06-28,KIX,6
2022-06-28,FUK,3
2022-06-28,CTS,1
2022-06-29,NRT,17
2022-06-29,HND,14
2022-06-29,KIX,7
2022-06-29,FUK,3
2022-06-29,CTS,1
2022-06-30,NRT,14
2022-06-30,HND,13
2022-06-30,KIX,6
2022-06-30,FUK,3
2022-06-30,CTS,1
2022-07-01,NRT,16
2022-07-01,HND,14
2022-07-01,KIX,7
2022-07-01,FUK,4
2022-07-01,CTS,1
2022-07-02,NRT,17
2022-07-02,HND,16
2022-07-02,KIX,7
2022-07-02,FUK,4
2022-07-02,CTS,1
2022-07-03,NRT,17
2022-07-03,HND,14
2022-07-03,KIX,7
2022-07-03,FUK,4
2022-07-03,CTS,1
2022-07-04,NRT,14
2022-07-04,HND,14
2022-07-04,KIX,7
2022-07-04,FUK,4
2022-07-04,CTS,1
2022-07-05,NRT,14
2022-07-05,HND,13
2022-07-05,KIX,7
2022-07-05,FUK,4
2022-07-05,CTS,1
2022-07-06,NRT,14
2022-07-06,HND,15
2022-07-06,KIX,7
2022-07-06,FUK,4
2022-07-06,CTS,1
2022-07-07,NRT,16
2022-07-07,HND,13
2022-07-07,KIX,6
2022-07-07,FUK,4
2022-07-07,CTS,1
2022-07-08,NRT,14
2022-07-08,HND,14
2022-07-08,KIX,7
2022-07-08,FUK,4
2022-07-08,CTS,1
2022-07-09,NRT,17
2022-07-09,HND,16
2022-07-09,KIX,7
2022-07-09,FUK,4
2022-07-09,CTS,1
2022-07-10,NRT,16
2022-07-10,HND,15
2022-07-10,KIX,7
2022-07-10,FUK,4
2022-07-10,CTS,1
2022-07-11,NRT,14
2022-07-11,HND,13
2022-07-11,KIX,7
2022-07-11,FUK,3
2022-07-11,CTS,1
2022-07-12,NRT,16
2022-07-12,HND,14
2022-07-12,KIX,6
2022-07-12,FUK,4
2022-07-12,CTS,1
2022-07-13,NRT,16
2022-07-13,HND,14
2022-07-13,KIX,7
2022-07-13,FUK,4
2022-07-13,CTS,1
2022-07-14,NRT,17
2022-07-14,HND,13
2022-07-14,KIX,6
2022-07-14,FUK,4
2022-07-14,CTS,1
2022-07-15,NRT,16
2022-07-15,HND,13
2022-07-15,KIX,6
2022-07-15,FUK,4
2022-07-15,CTS,1
2022-07-16,NRT,18
2022-07-16,HND,16
2022-07-16,KIX,7
2022-07-16,FUK,4
2022-07-16,CTS,1
2022-07-17,NRT,17
2022-07-17,HND,17
2022-07-17,KIX,7
2022-07-17,FUK,4
2022-07-17,CTS,1
2022-07-18,NRT,15
2022-07-18,HND,13
2022-07-18,KIX,7
2022-07-18,FUK,4
2022-07-18,CTS,1
2022-07-19,NRT,17
2022-07-19,HND,13
2022-07-19,KIX,6
2022-07-19,FUK,3
2022-07-19,CTS,1
2022-07-20,NRT,15
2022-07-20,HND,14
2022-07-20,KIX,6
2022-07-20,FUK,4
2022-07-20,CTS,1
2022-07-21,NRT,17
2022-07-21,HND,15
2022-07-21,KIX,7
2022-07-21,FUK,4
2022-07-21,CTS,1
2022-07-22,NRT,14
2022-07-22,HND,14
2022-07-22,KIX,7
2022-07-22,FUK,3
2022-07-22,CTS,1
2022-07-23,NRT,15
2022-07-23,HND,16
2022-07-23,KIX,6
2022-07-23,FUK,4
2022-07-23,CTS,1
2022-07-24,NRT,19
2022-07-24,HND,15
2022-07-24,KIX,7
2022-07-24,FUK,4
2022-07-24,CTS,1
2022-07-25,NRT,17
2022-07-25,HND,13
2022-07-25,KIX,7
2022-07-25,FUK,4
2022-07-25,CTS,1
2022-07-26,NRT,15
2022-07-26,HND,14
2022-07-26,KIX,7
2022-07-26,FUK,4
2022-07-26,CTS,1
2022-07-27,NRT,15
2022-07-27,HND,15
2022-07-27,KIX,7
2022-07-27,FUK,4
2022-07-27,CTS,1
2022-07-28,NRT,16
2022-07-28,HND,14
2022-07-28,KIX,6
2022-07-28,FUK,4
2022-07-28,CTS,1
2022-07-29,NRT,16
2022-07-29,HND,13
2022-07-29,KIX,6
2022-07-29,FUK,4
2022-07-29,CTS,1
2022-07-30,NRT,19
2022-07-30,HND,15
2022-07-30,KIX,7
2022-07-30,FUK,4
2022-07-30,CTS,1
2022-07-31,NRT,16
2022-07-31,HND,14
2022-07-31,KIX,7
2022-07-31,FUK,4
2022-07-31,CTS,1
2022-08-01,NRT,19
2022-08-01,HND,17
2022-08-01,KIX,7
2022-08-01,FUK,4
2022-08-01,CTS,1
2022-08-02,NRT,17
2022-08-02,HND,16
2022-08-02,KIX,8
2022-08-02,FUK,4
2022-08-02,CTS,1
2022-08-03,NRT,19
2022-08-03,HND,16
2022-08-03,KIX,8
2022-08-03,FUK,5
2022-08-03,CTS,1
2022-08-04,NRT,18
2022-08-04,HND,17
2022-08-04,KIX,7
2022-08-04,FUK,4
2022-08-04,CTS,1
2022-08-05,NRT,18
2022-08-05,HND,15
2022-08-05,KIX,7
2022-08-05,FUK,4
2022-08-05,CTS,1
2022-08-06,NRT,21
2022-08-06,HND,18
2022-08-06,KIX,8
2022-08-06,FUK,5
2022-08-06,CTS,1
2022-08-07,NRT,21
2022-08-07,HND,18
2022-08-07,KIX,8
2022-08-07,FUK,5
2022-08-07,CTS,1
2022-08-08,NRT,20
2022-08-08,HND,16
2022-08-08,KIX,7
2022-08-08,FUK,4
2022-08-08,CTS,1
2022-08-09,NRT,19
2022-08-09,HND,14
2022-08-09,KIX,7
2022-08-09,FUK,4
2022-08-09,CTS,1
2022-08-10,NRT,17
2022-08-10,HND,17
2022-08-10,KIX,8
2022-08-10,FUK,4
2022-08-10,CTS,1
2022-08-11,NRT,18
2022-08-11,HND,15
2022-08-11,KIX,8
2022-08-11,FUK,4
2022-08-11,CTS,1
2022-08-12,NRT,17
2022-08-12,HND,14
2022-08-12,KIX,8
2022-08-12,FUK,4
2022-08-12,CTS,1
2022-08-13,NRT,21
2022-08-13,HND,19
2022-08-13,KIX,8
2022-08-13,FUK,5
2022-08-13,CTS,2
2022-08-14,NRT,21
2022-08-14,HND,19
2022-08-14,KIX,9
2022-08-14,FUK,4
2022-08-14,CTS,1
2022-08-15,NRT,18
2022-08-15,HND,15
2022-08-15,KIX,8
2022-08-15,FUK,4
2022-08-15,CTS,1
2022-08-16,NRT,16
2022-08-16,HND,16
2022-08-16,KIX,7
2022-08-16,FUK,4
2022-08-16,CTS,1
2022-08-17,NRT,19
2022-08-17,HND,15
2022-08-17,KIX,8
2022-08-17,FUK,4
2022-08-17,CTS,1
2022-08-18,NRT,19
2022-08-18,HND,16
2022-08-18,KIX,8
2022-08-18,FUK,4
2022-08-18,CTS,1
2022-08-19,NRT,18
2022-08-19,HND,16
2022-08-19,KIX,8
2022-08-19,FUK,4
2022-08-19,CTS,1
2022-08-20,NRT,19
2022-08-20,HND,17
2022-08-20,KIX,9
2022-08-20,FUK,5
2022-08-20,CTS,1
2022-08-21,NRT,20
2022-08-21,HND,19
2022-08-21,KIX,8
2022-08-21,FUK,5
2022-08-21,CTS,2
2022-08-22,NRT,19
2022-08-22,HND,15
2022-08-22,KIX,8
2022-08-22,FUK,4
2022-08-22,CTS,1
2022-08-23,NRT,18
2022-08-23,HND,16
2022-08-23,KIX,7
2022-08-23,FUK,5
2022-08-23,CTS,1
2022-08-24,NRT,18
2022-08-24,HND,17
2022-08-24,KIX,7
2022-08-24,FUK,5
2022-08-24,CTS,1
2022-08-25,NRT,19
2022-08-25,HND,17
2022-08-25,KIX,7
2022-08-25,FUK,4
2022-08-25,CTS,1
2022-08-26,NRT,18
2022-08-26,HND,17
2022-08-26,KIX,8
2022-08-26,FUK,4
2022-08-26,CTS,1
2022-08-27,NRT,21
2022-08-27,HND,16
2022-08-27,KIX,8
2022-08-27,FUK,4
2022-08-27,CTS,1
2022-08-28,NRT,21
2022-08-28,HND,17
2022-08-28,KIX,9
2022-08-28,FUK,5
2022-08-28,CTS,2
2022-08-29,NRT,18
2022-08-29,HND,17
2022-08-29,KIX,8
2022-08-29,FUK,4
2022-08-29,CTS,1
2022-08-30,NRT,17
2022-08-30,HND,16
2022-08-30,KIX,8
2022-08-30,FUK,5
2022-08-30,CTS,1
2022-08-31,NRT,18
2022-08-31,HND,17
2022-08-31,KIX,7
2022-08-31,FUK,5
2022-08-31,CTS,1
2022-09-01,NRT,16
2022-09-01,HND,15
2022-09-01,KIX,6
2022-09-01,FUK,4
2022-09-01,CTS,1
2022-09-02,NRT,15
2022-09-02,HND,13
2022-09-02,KIX,6
2022-09-02,FUK,4
2022-09-02,CTS,1
2022-09-03,NRT,16
2022-09-03,HND,16
2022-09-03,KIX,7
2022-09-03,FUK,4
2022-09-03,CTS,1
2022-09-04,NRT,17
2022-09-04,HND,15
2022-09-04,KIX,8
2022-09-04,FUK,5
2022-09-04,CTS,1
2022-09-05,NRT,17
2022-09-05,HND,14
2022-09-05,KIX,6
2022-09-05,FUK,3
2022-09-05,CTS,1
2022-09-06,NRT,16
2022-09-06,HND,13
2022-09-06,KIX,7
2022-09-06,FUK,4
2022-09-06,CTS,1
2022-09-07,NRT,16
2022-09-07,HND,13
2022-09-07,KIX,7
2022-09-07,FUK,4
2022-09-07,CTS,1
2022-09-08,NRT,15
2022-09-08,HND,13
2022-09-08,KIX,7
2022-09-08,FUK,4
2022-09-08,CTS,1
2022-09-09,NRT,14
2022-09-09,HND,13
2022-09-09,KIX,7
2022-09-09,FUK,4
2022-09-09,CTS,1
2022-09-10,NRT,18
2022-09-10,HND,14
2022-09-10,KIX,7
2022-09-10,FUK,4
2022-09-10,CTS,1
2022-09-11,NRT,17
2022-09-11,HND,16
2022-09-11,KIX,7
2022-09-11,FUK,4
2022-09-11,CTS,1
2022-09-12,NRT,16
2022-09-12,HND,15
2022-09-12,KIX,6
2022-09-12,FUK,4
2022-09-12,CTS,1
2022-09-13,NRT,14
2022-09-13,HND,14
2022-09-13,KIX,6
2022-09-13,FUK,4
2022-09-13,CTS,1
2022-09-14,NRT,17
2022-09-14,HND,14
2022-09-14,KIX,7
2022-09-14,FUK,3
2022-09-14,CTS,1
2022-09-15,NRT,17
2022-09-15,HND,12
2022-09-15,KIX,6
2022-09-15,FUK,3
2022-09-15,CTS,1
2022-09-16,NRT,15
2022-09-16,HND,13
2022-09-16,KIX,7
2022-09-16,FUK,4
2022-09-16,CTS,1
2022-09-17,NRT,16
2022-09-17,HND,16
2022-09-17,KIX,7
2022-09-17,FUK,4
2022-09-17,CTS,1
2022-09-18,NRT,18
2022-09-18,HND,14
2022-09-18,KIX,6
2022-09-18,FUK,5
2022-09-18,CTS,1
2022-09-19,NRT,16
2022-09-19,HND,13
2022-09-19,KIX,6
2022-09-19,FUK,4
2022-09-19,CTS,1
2022-09-20,NRT,16
2022-09-20,HND,12
2022-09-20,KIX,7
2022-09-20,FUK,4
2022-09-20,CTS,1
2022-09-21,NRT,17
2022-09-21,HND,12
2022-09-21,KIX,6
2022-09-21,FUK,3
2022-09-21,CTS,1
2022-09-22,NRT,14
2022-09-22,HND,14
2022-09-22,KIX,6
2022-09-22,FUK,4
2022-09-22,CTS,1
2022-09-23,NRT,15
2022-09-23,HND,14
2022-09-23,KIX,7
2022-09-23,FUK,4
2022-09-23,CTS,1
2022-09-24,NRT,17
2022-09-24,HND,14
2022-09-24,KIX,7
2022-09-24,FUK,5
2022-09-24,CTS,1
2022-09-25,NRT,16
2022-09-25,HND,17
2022-09-25,KIX,7
2022-09-25,FUK,4
2022-09-25,CTS,1
2022-09-26,NRT,17
2022-09-26,HND,13
2022-09-26,KIX,7
2022-09-26,FUK,4
2022-09-26,CTS,1
2022-09-27,NRT,16
2022-09-27,HND,12
2022-09-27,KIX,6
2022-09-27,FUK,4
2022-09-27,CTS,1
2022-09-28,NRT,17
2022-09-28,HND,15
2022-09-28,KIX,6
2022-09-28,FUK,4
2022-09-28,CTS,1
2022-09-29,NRT,16
2022-09-29,HND,15
2022-09-29,KIX,6
2022-09-29,FUK,4
2022-09-29,CTS,1
2022-09-30,NRT,16
2022-09-30,HND,15
2022-09-30,KIX,7
2022-09-30,FUK,4
2022-09-30,CTS,1
2022-10-01,NRT,142
2022-10-01,HND,121
2022-10-01,KIX,57
2022-10-01,FUK,34
2022-10-01,CTS,12
2022-10-02,NRT,134
2022-10-02,HND,136
2022-10-02,KIX,59
2022-10-02,FUK,38
2022-10-02,CTS,14
2022-10-03,NRT,122
2022-10-03,HND,104
2022-10-03,KIX,52
2022-10-03,FUK,30
2022-10-03,CTS,11
2022-10-04,NRT,139
2022-10-04,HND,115
2022-10-04,KIX,57
2022-10-04,FUK,32
2022-10-04,CTS,12
2022-10-05,NRT,129
2022-10-05,HND,102
2022-10-05,KIX,60
2022-10-05,FUK,33
2022-10-05,CTS,11
2022-10-06,NRT,130
2022-10-06,HND,107
2022-10-06,KIX,51
2022-10-06,FUK,34
2022-10-06,CTS,11
2022-10-07,NRT,130
2022-10-07,HND,114
2022-10-07,KIX,54
2022-10-07,FUK,33
2022-10-07,CTS,12
2022-10-08,NRT,138
2022-10-08,HND,127
2022-10-08,KIX,67
2022-10-08,FUK,40
2022-10-08,CTS,12
2022-10-09,NRT,132
2022-10-09,HND,127
2022-10-09,KIX,63
2022-10-09,FUK,39
2022-10-09,CTS,12
2022-10-10,NRT,124
2022-10-10,HND,113
2022-10-10,KIX,51
2022-10-10,FUK,33
2022-10-10,CTS,12
2022-10-11,NRT,128
2022-10-11,HND,113
2022-10-11,KIX,55
2022-10-11,FUK,35
2022-10-11,CTS,10
2022-10-12,NRT,123
2022-10-12,HND,122
2022-10-12,KIX,53
2022-10-12,FUK,33
2022-10-12,CTS,12
2022-10-13,NRT,132
2022-10-13,HND,107
2022-10-13,KIX,53
2022-10-13,FUK,37
2022-10-13,CTS,10
2022-10-14,NRT,124
2022-10-14,HND,116
2022-10-14,KIX,59
2022-10-14,FUK,32
2022-10-14,CTS,12
2022-10-15,NRT,133
2022-10-15,HND,137
2022-10-15,KIX,64
2022-10-15,FUK,39
2022-10-15,CTS,12
2022-10-16,NRT,147
2022-10-16,HND,114
2022-10-16,KIX,64
2022-10-16,FUK,35
2022-10-16,CTS,12
2022-10-17,NRT,137
2022-10-17,HND,121
2022-10-17,KIX,55
2022-10-17,FUK,31
2022-10-17,CTS,11
2022-10-18,NRT,126
2022-10-18,HND,119
2022-10-18,KIX,54
2022-10-18,FUK,36
2022-10-18,CTS,11
2022-10-19,NRT,140
2022-10-19,HND,122
2022-10-19,KIX,50
2022-10-19,FUK,36
2022-10-19,CTS,12
2022-10-20,NRT,118
2022-10-20,HND,121
2022-10-20,KIX,54
2022-10-20,FUK,31
2022-10-20,CTS,13
2022-10-21,NRT,127
2022-10-21,HND,113
2022-10-21,KIX,56
2022-10-21,FUK,31
2022-10-21,CTS,12
2022-10-22,NRT,153
2022-10-22,HND,113
2022-10-22,KIX,55
2022-10-22,FUK,36
2022-10-22,CTS,13
2022-10-23,NRT,142
2022-10-23,HND,126
2022-10-23,KIX,60
2022-10-23,FUK,38
2022-10-23,CTS,12
2022-10-24,NRT,121
2022-10-24,HND,120
2022-10-24,KIX,60
2022-10-24,FUK,33
2022-10-24,CTS,13
2022-10-25,NRT,124
2022-10-25,HND,103
2022-10-25,KIX,56
2022-10-25,FUK,36
2022-10-25,CTS,11
2022-10-26,NRT,116
2022-10-26,HND,103
2022-10-26,KIX,58
2022-10-26,FUK,33
2022-10-26,CTS,11
2022-10-27,NRT,132
2022-10-27,HND,108
2022-10-27,KIX,59
2022-10-27,FUK,34
2022-10-27,CTS,12
2022-10-28,NRT,122
2022-10-28,HND,112
2022-10-28,KIX,53
2022-10-28,FUK,33
2022-10-28,CTS,11
2022-10-29,NRT,135
2022-10-29,HND,129
2022-10-29,KIX,59
2022-10-29,FUK,36
2022-10-29,CTS,12
2022-10-30,NRT,127
2022-10-30,HND,116
2022-10-30,KIX,58
2022-10-30,FUK,37
2022-10-30,CTS,13
2022-10-31,NRT,135
2022-10-31,HND,104
2022-10-31,KIX,52
2022-10-31,FUK,35
2022-10-31,CTS,11
2022-11-01,NRT,137
2022-11-01,HND,113
2022-11-01,KIX,60
2022-11-01,FUK,32
2022-11-01,CTS,11
2022-11-02,NRT,135
2022-11-02,HND,110
2022-11-02,KIX,52
2022-11-02,FUK,35
2022-11-02,CTS,12
2022-11-03,NRT,126
2022-11-03,HND,125
2022-11-03,KIX,61
2022-11-03,FUK,34
2022-11-03,CTS,12
2022-11-04,NRT,119
2022-11-04,HND,121
2022-11-04,KIX,51
2022-11-04,FUK,36
2022-11-04,CTS,11
2022-11-05,NRT,146
2022-11-05,HND,126
2022-11-05,KIX,59
2022-11-05,FUK,34
2022-11-05,CTS,12
2022-11-06,NRT,141
2022-11-06,HND,130
2022-11-06,KIX,67
2022-11-06,FUK,38
2022-11-06,CTS,12
2022-11-07,NRT,135
2022-11-07,HND,115
2022-11-07,KIX,60
2022-11-07,FUK,35
2022-11-07,CTS,12
2022-11-08,NRT,134
2022-11-08,HND,106
2022-11-08,KIX,55
2022-11-08,FUK,33
2022-11-08,CTS,11
2022-11-09,NRT,129
2022-11-09,HND,107
2022-11-09,KIX,54
2022-11-09,FUK,35
2022-11-09,CTS,12
2022-11-10,NRT,140
2022-11-10,HND,102
2022-11-10,KIX,51
2022-11-10,FUK,34
2022-11-10,CTS,11
2022-11-11,NRT,126
2022-11-11,HND,106
2022-11-11,KIX,52
2022-11-11,FUK,33
2022-11-11,CTS,11
2022-11-12,NRT,126
2022-11-12,HND,136
2022-11-12,KIX,62
2022-11-12,FUK,38
2022-11-12,CTS,12
2022-11-13,NRT,149
2022-11-13,HND,122
2022-11-13,KIX,55
2022-11-13,FUK,36
2022-11-13,CTS,12
2022-11-14,NRT,127
2022-11-14,HND,123
2022-11-14,KIX,58
2022-11-14,FUK,32
2022-11-14,CTS,12
2022-11-15,NRT,119
2022-11-15,HND,114
2022-11-15,KIX,55
2022-11-15,FUK,33
2022-11-15,CTS,11
2022-11-16,NRT,123
2022-11-16,HND,106
2022-11-16,KIX,57
2022-11-16,FUK,37
2022-11-16,CTS,12
2022-11-17,NRT,134
2022-11-17,HND,124
2022-11-17,KIX,50
2022-11-17,FUK,35
2022-11-17,CTS,12
2022-11-18,NRT,128
2022-11-18,HND,114
2022-11-18,KIX,60
2022-11-18,FUK,33
2022-11-18,CTS,12
2022-11-19,NRT,150
2022-11-19,HND,134
2022-11-19,KIX,61
2022-11-19,FUK,40
2022-11-19,CTS,13
2022-11-20,NRT,131
2022-11-20,HND,119
2022-11-20,KIX,66
2022-11-20,FUK,38
2022-11-20,CTS,13
2022-11-21,NRT,118
2022-11-21,HND,107
2022-11-21,KIX,56
2022-11-21,FUK,35
2022-11-21,CTS,13
2022-11-22,NRT,125
2022-11-22,HND,108
2022-11-22,KIX,60
2022-11-22,FUK,33
2022-11-22,CTS,12
2022-11-23,NRT,138
2022-11-23,HND,120
2022-11-23,KIX,58
2022-11-23,FUK,31
2022-11-23,CTS,11
2022-11-24,NRT,124
2022-11-24,HND,107
2022-11-24,KIX,55
2022-11-24,FUK,36
2022-11-24,CTS,13
2022-11-25,NRT,115
2022-11-25,HND,106
2022-11-25,KIX,59
2022-11-25,FUK,37
2022-11-25,CTS,12
2022-11-26,NRT,139
2022-11-26,HND,134
2022-11-26,KIX,59
2022-11-26,FUK,39
2022-11-26,CTS,14
2022-11-27,NRT,129
2022-11-27,HND,127
2022-11-27,KIX,60
2022-11-27,FUK,37
2022-11-27,CTS,13
2022-11-28,NRT,133
2022-11-28,HND,112
2022-11-28,KIX,50
2022-11-28,FUK,31
2022-11-28,CTS,12
2022-11-29,NRT,131
2022-11-29,HND,112
2022-11-29,KIX,51
2022-11-29,FUK,36
2022-11-29,CTS,11
2022-11-30,NRT,125
2022-11-30,HND,122
2022-11-30,KIX,61
2022-11-30,FUK,36
2022-11-30,CTS,11
2022-12-01,NRT,158
2022-12-01,HND,135
2022-12-01,KIX,69
2022-12-01,FUK,38
2022-12-01,CTS,14
2022-12-02,NRT,134
2022-12-02,HND,122
2022-12-02,KIX,58
2022-12-02,FUK,36
2022-12-02,CTS,14
2022-12-03,NRT,166
2022-12-03,HND,145
2022-12-03,KIX,70
2022-12-03,FUK,42
2022-12-03,CTS,15
2022-12-04,NRT,147
2022-12-04,HND,146
2022-12-04,KIX,68
2022-12-04,FUK,46
2022-12-04,CTS,14
2022-12-05,NRT,140
2022-12-05,HND,121
2022-12-05,KIX,66
2022-12-05,FUK,40
2022-12-05,CTS,14
2022-12-06,NRT,153
2022-12-06,HND,123
2022-12-06,KIX,63
2022-12-06,FUK,36
2022-12-06,CTS,13
2022-12-07,NRT,160
2022-12-07,HND,135
2022-12-07,KIX,62
2022-12-07,FUK,35
2022-12-07,CTS,14
2022-12-08,NRT,137
2022-12-08,HND,141
2022-12-08,KIX,65
2022-12-08,FUK,41
2022-12-08,CTS,15
2022-12-09,NRT,143
2022-12-09,HND,137
2022-12-09,KIX,66
2022-12-09,FUK,35
2022-12-09,CTS,14
2022-12-10,NRT,147
2022-12-10,HND,131
2022-12-10,KIX,68
2022-12-10,FUK,39
2022-12-10,CTS,14
2022-12-11,NRT,151
2022-12-11,HND,146
2022-12-11,KIX,64
2022-12-11,FUK,40
2022-12-11,CTS,16
2022-12-12,NRT,146
2022-12-12,HND,123
2022-12-12,KIX,58
2022-12-12,FUK,42
2022-12-12,CTS,14
2022-12-13,NRT,157
2022-12-13,HND,119
2022-12-13,KIX,61
2022-12-13,FUK,37
2022-12-13,CTS,13
2022-12-14,NRT,144
2022-12-14,HND,132
2022-12-14,KIX,65
2022-12-14,FUK,39
2022-12-14,CTS,14
2022-12-15,NRT,134
2022-12-15,HND,124
2022-12-15,KIX,64
2022-12-15,FUK,42
2022-12-15,CTS,13
2022-12-16,NRT,134
2022-12-16,HND,135
2022-12-16,KIX,58
2022-12-16,FUK,39
2022-12-16,CTS,12
2022-12-17,NRT,170
2022-12-17,HND,132
2022-12-17,KIX,65
2022-12-17,FUK,39
2022-12-17,CTS,14
2022-12-18,NRT,177
2022-12-18,HND,147
2022-12-18,KIX,73
2022-12-18,FUK,39
2022-12-18,CTS,16
2022-12-19,NRT,132
2022-12-19,HND,118
2022-12-19,KIX,62
2022-12-19,FUK,40
2022-12-19,CTS,14
2022-12-20,NRT,155
2022-12-20,HND,141
2022-12-20,KIX,66
2022-12-20,FUK,37
2022-12-20,CTS,14
2022-12-21,NRT,148
2022-12-21,HND,119
2022-12-21,KIX,67
2022-12-21,FUK,35
2022-12-21,CTS,13
2022-12-22,NRT,137
2022-12-22,HND,130
2022-12-22,KIX,70
2022-12-22,FUK,36
2022-12-22,CTS,12
2022-12-23,NRT,156
2022-12-23,HND,141
2022-12-23,KIX,69
2022-12-23,FUK,42
2022-12-23,CTS,14
2022-12-24,NRT,149
2022-12-24,HND,138
2022-12-24,KIX,72
2022-12-24,FUK,43
2022-12-24,CTS,13
2022-12-25,NRT,168
2022-12-25,HND,149
2022-12-25,KIX,74
2022-12-25,FUK,39
2022-12-25,CTS,16
2022-12-26,NRT,140
2022-12-26,HND,119
2022-12-26,KIX,68
2022-12-26,FUK,40
2022-12-26,CTS,14
2022-12-27,NRT,160
2022-12-27,HND,118
2022-12-27,KIX,62
2022-12-27,FUK,42
2022-12-27,CTS,12
2022-12-28,NRT,138
2022-12-28,HND,124
2022-12-28,KIX,65
2022-12-28,FUK,35
2022-12-28,CTS,14
2022-12-29,NRT,155
2022-12-29,HND,118
2022-12-29,KIX,66
2022-12-29,FUK,35
2022-12-29,CTS,13
2022-12-30,NRT,148
2022-12-30,HND,128
2022-12-30,KIX,66
2022-12-30,FUK,37
2022-12-30,CTS,14
2022-12-31,NRT,171
2022-12-31,HND,152
2022-12-31,KIX,73
2022-12-31,FUK,45
2022-12-31,CTS,13
2023-01-01,NRT,200
2023-01-01,HND,171
2023-01-01,KIX,85
2023-01-01,FUK,54
2023-01-01,CTS,16
2023-01-02,NRT,159
2023-01-02,HND,143
2023-01-02,KIX,74
2023-01-02,FUK,42
2023-01-02,CTS,16
2023-01-03,NRT,186
2023-01-03,HND,165
2023-01-03,KIX,70
2023-01-03,FUK,42
2023-01-03,CTS,15
2023-01-04,NRT,184
2023-01-04,HND,148
2023-01-04,KIX,80
2023-01-04,FUK,47
2023-01-04,CTS,16
2023-01-05,NRT,185
2023-01-05,HND,151
2023-01-05,KIX,69
2023-01-05,FUK,45
2023-01-05,CTS,15
2023-01-06,NRT,188
2023-01-06,HND,162
2023-01-06,KIX,76
2023-01-06,FUK,44
2023-01-06,CTS,14
2023-01-07,NRT,180
2023-01-07,HND,186
2023-01-07,KIX,91
2023-01-07,FUK,54
2023-01-07,CTS,19
2023-01-08,NRT,198
2023-01-08,HND,172
2023-01-08,KIX,80
2023-01-08,FUK,53
2023-01-08,CTS,18
2023-01-09,NRT,178
2023-01-09,HND,153
2023-01-09,KIX,71
2023-01-09,FUK,43
2023-01-09,CTS,17
2023-01-10,NRT,183
2023-01-10,HND,145
2023-01-10,KIX,77
2023-01-10,FUK,42
2023-01-10,CTS,16
2023-01-11,NRT,159
2023-01-11,HND,144
2023-01-11,KIX,81
2023-01-11,FUK,44
2023-01-11,CTS,17
2023-01-12,NRT,188
2023-01-12,HND,149
2023-01-12,KIX,84
2023-01-12,FUK,49
2023-01-12,CTS,15
2023-01-13,NRT,162
2023-01-13,HND,142
2023-01-13,KIX,74
2023-01-13,FUK,45
2023-01-13,CTS,15
2023-01-14,NRT,214
2023-01-14,HND,190
2023-01-14,KIX,89
2023-01-14,FUK,52
2023-01-14,CTS,20
2023-01-15,NRT,204
2023-01-15,HND,177
2023-01-15,KIX,91
2023-01-15,FUK,51
2023-01-15,CTS,16
2023-01-16,NRT,184
2023-01-16,HND,148
2023-01-16,KIX,84
2023-01-16,FUK,48
2023-01-16,CTS,17
2023-01-17,NRT,174
2023-01-17,HND,166
2023-01-17,KIX,80
2023-01-17,FUK,52
2023-01-17,CTS,15
2023-01-18,NRT,188
2023-01-18,HND,160
2023-01-18,KIX,71
2023-01-18,FUK,50
2023-01-18,CTS,15
2023-01-19,NRT,179
2023-01-19,HND,174
2023-01-19,KIX,76
2023-01-19,FUK,47
2023-01-19,CTS,15
2023-01-20,NRT,174
2023-01-20,HND,146
2023-01-20,KIX,79
2023-01-20,FUK,48
2023-01-20,CTS,16
2023-01-21,NRT,219
2023-01-21,HND,184
2023-01-21,KIX,89
2023-01-21,FUK,52
2023-01-21,CTS,18
2023-01-22,NRT,194
2023-01-22,HND,170
2023-01-22,KIX,94
2023-01-22,FUK,58
2023-01-22,CTS,20
2023-01-23,NRT,175
2023-01-23,HND,152
2023-01-23,KIX,84
2023-01-23,FUK,49
2023-01-23,CTS,18
2023-01-24,NRT,168
2023-01-24,HND,168
2023-01-24,KIX,80
2023-01-24,FUK,47
2023-01-24,CTS,16
2023-01-25,NRT,168
2023-01-25,HND,148
2023-01-25,KIX,76
2023-01-25,FUK,51
2023-01-25,CTS,18
2023-01-26,NRT,174
2023-01-26,HND,155
2023-01-26,KIX,77
2023-01-26,FUK,47
2023-01-26,CTS,15
2023-01-27,NRT,171
2023-01-27,HND,175
2023-01-27,KIX,74
2023-01-27,FUK,50
2023-01-27,CTS,16
2023-01-28,NRT,212
2023-01-28,HND,169
2023-01-28,KIX,85
2023-01-28,FUK,55
2023-01-28,CTS,19
2023-01-29,NRT,223
2023-01-29,HND,200
2023-01-29,KIX,96
2023-01-29,FUK,58
2023-01-29,CTS,21
2023-01-30,NRT,171
2023-01-30,HND,154
2023-01-30,KIX,74
2023-01-30,FUK,51
2023-01-30,CTS,18
2023-01-31,NRT,185
